SRC	TRG
is there anyone who does not have one of these ?	y a t il quelqu un qui n a pas l un de ceux ci ?
i just got there as fast as i could .	je m y suis simplement rendu aussi vite que possible .
i do not think we have enough money to buy everything we need .	je ne pense pas qu on ait assez d argent pour acheter tout ce dont on a besoin .
it is my dream to have a son who will take over my business when i retire .	c est mon reve d avoir un fils qui prendra ma suite lorsque je prendrai ma retraite .
the plane was delayed for two hours on account of the bad weather .	l avion fut retarde de deux heures en raison du mauvais temps .
i would love to be able to find more time that i could spend relaxing .	j adorerais etre en mesure de trouver davantage de temps que je pourrais consacrer a me detendre .
tom learned how to swim when he was very young .	tom a appris a nager quand il etait tres jeune .
my coworker really knows how to suck up to the boss .	mon collegue sait vraiment faire de la leche au patron .
i received a telegram saying that my uncle had arrived .	j ai recu un telegramme disant que mon oncle etait arrive .
if the university does not have enough students , the administration will cancel the class .	si l universite ne dispose pas de suffisamment d etudiants l administration annulera le cours .
you should not despise a man because he is poor .	tu ne devrais pas mepriser un homme parce qu il est pauvre .
no matter how hard i try , i cannot remember the exact words .	j ai beau essayer je n arrive pas a me rappeler les mots exacts .
he used to eat out every day , but now he cannot afford it .	il avait l habitude de manger au restaurant tous les jours mais maintenant il ne peut plus se le permettre .
let s not forget we never could have done this without tom s help .	n oublions pas que nous n aurions jamais pu faire ceci sans l aide de tom .
i am sure i have met that man somewhere , but i do not remember who he is .	je suis sur d avoir rencontre cet homme quelque part mais je ne me souviens plus qui c est .
a nod is as good as a wink to a blind horse .	un hochement de tete est aussi utile qu un clin d il a un cheval aveugle .
i awoke to find a burglar in my room .	quand je me suis reveille j ai trouve un cambrioleur dans ma chambre .
i ran as fast as i could , but i missed the bus .	j ai couru aussi vite que j ai pu mais j ai quand meme rate le bus .
never tell the truth when a lie will do .	ne jamais dire la verite tant qu un mensonge fera l affaire .
we still do not know that is going to happen next .	nous ne savons toujours pas ce qui se passera ensuite .
it will take about a week to straighten out my affairs .	il me faudra environ une semaine pour mettre mes affaires en ordre .
they will demolish the building and replace it with a park .	ils vont detruire le batiment et le remplacer par un parc .
tom said he had a great time with you .	tom a dit qu il a passe un tres bon moment avec toi .
why do not you meet me out front in a few minutes ?	et si vous me retrouviez devant a l exterieur dans quelques minutes ?
how much heroin or methadone do you usually use per day ?	quelle quantite d heroine ou de methadone consommez vous habituellement par jour ?
i am stuck in a rut in my boring job and need to do something new .	je m encroute dans mon boulot barbant et j ai besoin de faire quelque chose de nouveau .
we were in the living room when we heard the gunshot .	nous nous trouvions dans le salon lorsque nous entendimes le coup de feu .
to be honest , i have never heard of this place before .	a dire vrai je n ai jamais entendu parler de cet endroit auparavant .
everyone is anxious to know what has become of the former champion .	tout le monde est desireux de savoir ce qu il est advenu de l ex champion .
tom is the kind of man you can trust .	tom est le genre de personne que tu peux croire .
she advised him not to use too much salt .	elle lui conseilla de ne pas utiliser trop de sel .
they stayed in the room with me for the whole night .	ils resterent dans la piece avec moi toute la nuit durant .
if you take a close look , you will find that your friends and you have similar personalities .	si vous regardez attentivement vous constaterez que vos amis et vous avez des personnalites similaires .
do you know any of the boys in this room ?	connais tu un de ces garcons qui sont dans la piece ?
it is normal for you to feel a bit woozy .	il est normal que tu te sentes un peu dans les vapes .
i had a really great time with your family .	j ai vraiment passe du bon temps avec votre famille .
that guy is always asking his parents for money .	ce gars est toujours en train de demander de l argent a ses parents .
tom was very aware that every eye in the room was on him .	tom etait tout a fait conscient que tous les regards etaient tournes vers lui dans la piece .
tom will help us tomorrow . i would not count on it .	 tom nous aidera demain . je ne compterais pas la dessus . 
if there s something bothering you , we can talk about it .	s il y a quelque chose qui te derange on peut en parler .
sooner or later , tom will likely agree to help us .	tot ou tard tom acceptera surement de nous aider .
the boy could not find his way out of the maze .	le garcon ne pouvait trouver son chemin hors du labyrinthe .
i am pretty sure that tom will not cancel the meeting .	je suis certain que tom ne va pas annuler la reunion .
why do not you tell me the way you think it happened ?	pourquoi ne me dites vous pas de quelle maniere vous pensez que ca s est passe ?
what do you want to see while you are here ?	que veux tu voir tant que tu es la ?
she can tell the most outrageous lie without batting an eye .	elle peut dire le mensonge le plus ehonte sans ciller .
tom was horrified when he noticed that his daughter had had her tongue pierced .	tom fut horrifie lorsqu il se rendit compte que sa fille s etait fait faire un piercing dans la langue .
what did you do last year on christmas day ?	qu avez vous fait l annee derniere le jour de noel ?
i would like to become a top model and travel all over the world .	j aimerais devenir mannequin et voyager tout autour du monde .
